DatosMinDatos_Sexo,DatosMinDatos_Zona,DatosMinDatos_Departamento,DatosMinDatos_Etario,DatosMinDatos_Grupo,DatosMinDatos_No_carente,DatosMinDatos_Valor,DatosMinDatos_Total,DatosMinDatos_Proporción,DatosMinDatos_Variable,DatosMinDatos_ID,DatosMinDatos_Nombre_dpto
Mujer,Urbano,41,Mayor,Venezolana,1843,12,1855,0.00658610410975444,Sin combustible adecuado para cocinar,343,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin acueducto,1945,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin alcantarillado,2981,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin electricidad,5651,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin paredes duraderas,6719,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin pisos duraderos,6185,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin recogida de basuras,1411,Huila
Mujer,Urbano,41,Mayor,Venezolana,1855,0,1855,0,Sin sanitario,5117,Huila
Mujer,Urbano,41,Menor,Colombiana,4008,802,4810,0.166763848032821,Sin empleo,7203,Huila
Mujer,Urbano,41,Menor,Colombiana,47887,71687,119574,0.599520716007299,Sin internet,4044,Huila
Mujer,Urbano,41,Menor,Colombiana,81840,37735,119574,0.315574179045312,Hacinamiento,872,Huila
Mujer,Urbano,41,Menor,Colombiana,84259,35277,119536,0.295116011561419,Sin suministro continuo de agua,2456,Huila
Mujer,Urbano,41,Menor,Colombiana,99969,19605,119574,0.163960620267583,Sin paredes duraderas,6714,Huila
Mujer,Urbano,41,Menor,Colombiana,107484,12090,119574,0.101110105691696,Sin espacio exclusivo para la cocina,3510,Huila
Mujer,Urbano,41,Menor,Colombiana,111437,8137,119574,0.068051184954614,Sin refrigerador,4578,Huila
Mujer,Urbano,41,Menor,Colombiana,114747,4827,119574,0.0403722374893581,Sin alcantarillado,2976,Huila
Mujer,Urbano,41,Menor,Colombiana,117342,2232,119574,0.0186659245890836,Sin recogida de basuras,1406,Huila
Mujer,Urbano,41,Menor,Colombiana,117530,2044,119574,0.0170926671472609,Sin sanitario,5112,Huila
Mujer,Urbano,41,Menor,Colombiana,118282,1292,119574,0.0108030076722236,Sin pisos duraderos,6180,Huila
Mujer,Urbano,41,Menor,Colombiana,118475,1100,119574,0.00919517755502441,Sin combustible adecuado para cocinar,338,Huila
Mujer,Urbano,41,Menor,Colombiana,119536,39,119574,0.000323390848527525,Sin acueducto,1940,Huila
Mujer,Urbano,41,Menor,Colombiana,119574,0,119574,0,Sin electricidad,5646,Huila
Mujer,Urbano,41,Menor,Retornada,119,14,133,0.106881260134464,Sin suministro continuo de agua,2457,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Hacinamiento,873,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin acueducto,1941,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin alcantarillado,2977,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin combustible adecuado para cocinar,339,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin electricidad,5647,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin espacio exclusivo para la cocina,3511,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin internet,4045,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin paredes duraderas,6715,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin pisos duraderos,6181,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin recogida de basuras,1407,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin refrigerador,4579,Huila
Mujer,Urbano,41,Menor,Retornada,133,0,133,0,Sin sanitario,5113,Huila
Mujer,Urbano,41,Menor,Venezolana,0,19,19,1,Sin empleo,7204,Huila
Mujer,Urbano,41,Menor,Venezolana,348,459,807,0.568838161941547,Hacinamiento,874,Huila
Mujer,Urbano,41,Menor,Venezolana,433,374,807,0.463076509062128,Sin internet,4046,Huila
Mujer,Urbano,41,Menor,Venezolana,598,209,807,0.259361606969351,Sin refrigerador,4580,Huila
Mujer,Urbano,41,Menor,Venezolana,738,69,807,0.0850610698936562,Sin suministro continuo de agua,2458,Huila
Mujer,Urbano,41,Menor,Venezolana,779,28,807,0.034879180858128,Sin espacio exclusivo para la cocina,3512,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin acueducto,1942,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin alcantarillado,2978,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin combustible adecuado para cocinar,340,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin electricidad,5648,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin paredes duraderas,6716,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin pisos duraderos,6182,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin recogida de basuras,1408,Huila
Mujer,Urbano,41,Menor,Venezolana,807,0,807,0,Sin sanitario,5114,Huila
Mujer,Urbano,44,Mayor,Colombiana,6751,127369,134120,0.949663809031003,Sin suministro continuo de agua,2465,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,52582,120235,172818,0.695735674917181,Sin internet,4053,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,98441,17156,115598,0.148413983657128,Sin empleo,7211,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,106963,65854,172818,0.381063839020932,Hacinamiento,881,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,134120,38697,172818,0.223920146975856,Sin acueducto,1949,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,138274,34543,172818,0.199882766502235,Sin refrigerador,4587,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,145468,27349,172818,0.158256137254618,Sin alcantarillado,2985,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,148991,23827,172818,0.137873074196768,Sin espacio exclusivo para la cocina,3519,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,157914,14904,172818,0.0862414975335253,Sin combustible adecuado para cocinar,347,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,161859,10959,172818,0.0634111707437036,Sin paredes duraderas,6723,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,164691,8127,172818,0.0470261923705643,Sin pisos duraderos,6189,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,169062,3755,172818,0.0217304497519059,Sin sanitario,5121,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,170043,2775,172818,0.016057100698714,Sin recogida de basuras,1415,La Guajira
Mujer,Urbano,44,Mayor,Colombiana,172335,482,172818,0.00279136024997468,Sin electricidad,5655,La Guajira
Mujer,Urbano,44,Mayor,Retornada,152,3033,3185,0.952198741710252,Sin suministro continuo de agua,2466,La Guajira
Mujer,Urbano,44,Mayor,Retornada,833,4023,4856,0.828366489101882,Sin internet,4054,La Guajira
Mujer,Urbano,44,Mayor,Retornada,1722,3134,4856,0.64543844937921,Hacinamiento,882,La Guajira
Mujer,Urbano,44,Mayor,Retornada,2442,358,2800,0.127829526600467,Sin empleo,7212,La Guajira
Mujer,Urbano,44,Mayor,Retornada,2564,2292,4856,0.47196950289823,Sin refrigerador,4588,La Guajira
Mujer,Urbano,44,Mayor,Retornada,3185,1671,4856,0.344128212372644,Sin acueducto,1950,La Guajira
Mujer,Urbano,44,Mayor,Retornada,3450,1406,4856,0.289535484264224,Sin alcantarillado,2986,La Guajira
Mujer,Urbano,44,Mayor,Retornada,3550,1306,4856,0.26887185270058,Sin espacio exclusivo para la cocina,3520,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4180,676,4856,0.139171502540739,Sin combustible adecuado para cocinar,348,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4239,617,4856,0.127056915183231,Sin paredes duraderas,6724,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4477,379,4856,0.0780014653831042,Sin sanitario,5122,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4477,380,4856,0.0781565970657742,Sin pisos duraderos,6190,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4739,117,4856,0.0241016147220344,Sin recogida de basuras,1416,La Guajira
Mujer,Urbano,44,Mayor,Retornada,4820,36,4856,0.00748621909742615,Sin electricidad,5656,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,656,15577,16233,0.959563335025356,Sin suministro continuo de agua,2467,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,2927,18703,21630,0.864689507972817,Sin internet,4055,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,6317,15312,21630,0.707939140870985,Sin refrigerador,4589,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,7109,14521,21630,0.671336911800829,Hacinamiento,883,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,11467,2832,14299,0.198044437606216,Sin empleo,7213,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,12992,8638,21630,0.399342760464304,Sin espacio exclusivo para la cocina,3521,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,15010,6619,21630,0.306020955491599,Sin combustible adecuado para cocinar,349,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,16233,5397,21630,0.24949725045224,Sin acueducto,1951,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,18306,3324,21630,0.153660567343104,Sin alcantarillado,2987,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,19584,2045,21630,0.0945556120266356,Sin paredes duraderas,6725,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,19963,1666,21630,0.0770273750867852,Sin pisos duraderos,6191,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,20869,761,21630,0.0351772659976346,Sin sanitario,5123,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,21009,621,21630,0.0286924452498033,Sin recogida de basuras,1417,La Guajira
Mujer,Urbano,44,Mayor,Venezolana,21485,144,21630,0.00667310384581617,Sin electricidad,5657,La Guajira
Mujer,Urbano,44,Menor,Colombiana,2940,72072,75012,0.960800938516504,Sin suministro continuo de agua,2462,La Guajira
Mujer,Urbano,44,Menor,Colombiana,3451,119,3571,0.0333694525735421,Sin empleo,7208,La Guajira
Mujer,Urbano,44,Menor,Colombiana,24585,72855,97440,0.747691663510888,Sin internet,4050,La Guajira
Mujer,Urbano,44,Menor,Colombiana,40111,57329,97440,0.588354818283605,Hacinamiento,878,La Guajira
Mujer,Urbano,44,Menor,Colombiana,67475,29966,97440,0.307528301944883,Sin refrigerador,4584,La Guajira
Mujer,Urbano,44,Menor,Colombiana,73705,23735,97440,0.243586585837687,Sin alcantarillado,2982,La Guajira
Mujer,Urbano,44,Menor,Colombiana,75012,22428,97440,0.230174783944631,Sin acueducto,1946,La Guajira
Mujer,Urbano,44,Menor,Colombiana,77015,20425,97440,0.209614912926171,Sin espacio exclusivo para la cocina,3516,La Guajira
Mujer,Urbano,44,Menor,Colombiana,84117,13323,97440,0.13672987460014,Sin combustible adecuado para cocinar,344,La Guajira
Mujer,Urbano,44,Menor,Colombiana,86433,11007,97440,0.112963630038085,Sin paredes duraderas,6720,La Guajira
Mujer,Urbano,44,Menor,Colombiana,89232,8209,97440,0.084244383484041,Sin pisos duraderos,6186,La Guajira
Mujer,Urbano,44,Menor,Colombiana,93445,3996,97440,0.0410071725969645,Sin sanitario,5118,La Guajira
Mujer,Urbano,44,Menor,Colombiana,94882,2558,97440,0.0262557586542734,Sin recogida de basuras,1412,La Guajira
Mujer,Urbano,44,Menor,Colombiana,97047,394,97440,0.00404127645337709,Sin electricidad,5652,La Guajira
Mujer,Urbano,44,Menor,Retornada,0,896,896,1,Sin suministro continuo de agua,2463,La Guajira
Mujer,Urbano,44,Menor,Retornada,68,0,68,0,Sin empleo,7209,La Guajira
Mujer,Urbano,44,Menor,Retornada,130,1514,1644,0.92090606085985,Hacinamiento,879,La Guajira
Mujer,Urbano,44,Menor,Retornada,307,1337,1644,0.813289909539033,Sin internet,4051,La Guajira
Mujer,Urbano,44,Menor,Retornada,655,990,1644,0.601841716024466,Sin refrigerador,4585,La Guajira
Mujer,Urbano,44,Menor,Retornada,776,868,1644,0.528127258551546,Sin alcantarillado,2983,La Guajira
Mujer,Urbano,44,Menor,Retornada,896,748,1644,0.454899728294139,Sin acueducto,1947,La Guajira
Mujer,Urbano,44,Menor,Retornada,1091,553,1644,0.336340769861858,Sin espacio exclusivo para la cocina,3517,La Guajira
Mujer,Urbano,44,Menor,Retornada,1511,133,1644,0.081193598438894,Sin combustible adecuado para cocinar,345,La Guajira
Mujer,Urbano,44,Menor,Retornada,1568,76,1644,0.0464835320630615,Sin paredes duraderas,6721,La Guajira
Mujer,Urbano,44,Menor,Retornada,1583,61,1644,0.0370250522498405,Sin recogida de basuras,1413,La Guajira
Mujer,Urbano,44,Menor,Retornada,1616,28,1644,0.0171495462415421,Sin pisos duraderos,6187,La Guajira
Mujer,Urbano,44,Menor,Retornada,1625,19,1644,0.0113570416205111,Sin sanitario,5119,La Guajira
Mujer,Urbano,44,Menor,Retornada,1644,0,1644,0,Sin electricidad,5653,La Guajira
Mujer,Urbano,44,Menor,Venezolana,356,87,443,0.196254277948123,Sin empleo,7210,La Guajira
Mujer,Urbano,44,Menor,Venezolana,396,11247,11642,0.966014476508528,Sin suministro continuo de agua,2464,La Guajira
Mujer,Urbano,44,Menor,Venezolana,1016,14867,15883,0.936038224324249,Sin internet,4052,La Guajira
Mujer,Urbano,44,Menor,Venezolana,3185,12698,15883,0.799476109167743,Hacinamiento,880,La Guajira
Mujer,Urbano,44,Menor,Venezolana,5064,10819,15883,0.681144966845222,Sin refrigerador,4586,La Guajira
Mujer,Urbano,44,Menor,Venezolana,9821,6062,15883,0.381678805370243,Sin espacio exclusivo para la cocina,3518,La Guajira
Mujer,Urbano,44,Menor,Venezolana,10927,4956,15883,0.312006940719306,Sin combustible adecuado para cocinar,346,La Guajira
Mujer,Urbano,44,Menor,Venezolana,11642,4241,15883,0.266999473653725,Sin acueducto,1948,La Guajira
Mujer,Urbano,44,Menor,Venezolana,11812,4071,15883,0.256299974564127,Sin alcantarillado,2984,La Guajira
Mujer,Urbano,44,Menor,Venezolana,13856,2027,15883,0.127630786975826,Sin paredes duraderas,6722,La Guajira
Mujer,Urbano,44,Menor,Venezolana,13971,1912,15883,0.120399255056324,Sin pisos duraderos,6188,La Guajira
Mujer,Urbano,44,Menor,Venezolana,14374,1509,15883,0.0950206760905316,Sin sanitario,5120,La Guajira
Mujer,Urbano,44,Menor,Venezolana,15018,865,15883,0.0544473118563906,Sin recogida de basuras,1414,La Guajira
Mujer,Urbano,44,Menor,Venezolana,15750,133,15883,0.00835712254801965,Sin electricidad,5654,La Guajira
Mujer,Urbano,47,Mayor,Colombiana,22891,247496,270387,0.915338614696565,Sin suministro continuo de agua,2471,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,102817,187988,290805,0.646440519784557,Sin internet,4059,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,135529,24318,159847,0.152135416992499,Sin empleo,7216,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,181947,108858,290805,0.374334906781208,Hacinamiento,887,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,204702,86104,290805,0.296087069999804,Sin alcantarillado,2991,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,207672,83133,290805,0.285871258791541,Sin espacio exclusivo para la cocina,3525,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,255795,35010,290805,0.120388982173972,Sin refrigerador,4593,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,270387,20418,290805,0.0702114233897549,Sin acueducto,1955,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,279913,10892,290805,0.0374551890596142,Sin pisos duraderos,6195,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,280036,10769,290805,0.0370302996749369,Sin combustible adecuado para cocinar,353,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,284690,6115,290805,0.0210287543100173,Sin recogida de basuras,1421,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,286071,4734,290805,0.0162790576919043,Sin sanitario,5127,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,286788,4017,290805,0.013814398371968,Sin paredes duraderas,6729,Magdalena
Mujer,Urbano,47,Mayor,Colombiana,290764,41,290805,0.000140281470304338,Sin electricidad,5661,Magdalena
Mujer,Urbano,47,Mayor,Retornada,348,3040,3387,0.897299872822664,Sin suministro continuo de agua,2472,Magdalena
Mujer,Urbano,47,Mayor,Retornada,731,2968,3699,0.802345982390263,Sin internet,4060,Magdalena
Mujer,Urbano,47,Mayor,Retornada,1500,2199,3699,0.594579477655315,Hacinamiento,888,Magdalena
Mujer,Urbano,47,Mayor,Retornada,2259,375,2634,0.142290008804806,Sin empleo,7217,Magdalena
Mujer,Urbano,47,Mayor,Retornada,2547,1152,3699,0.311380907196094,Sin espacio exclusivo para la cocina,3526,Magdalena
Mujer,Urbano,47,Mayor,Retornada,2723,976,3699,0.263870695225042,Sin alcantarillado,2992,Magdalena
Mujer,Urbano,47,Mayor,Retornada,2876,823,3699,0.222559907977367,Sin refrigerador,4594,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3387,312,3699,0.0842624510352546,Sin acueducto,1956,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3582,117,3699,0.0317261407535367,Sin recogida de basuras,1422,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3593,106,3699,0.0286564560472981,Sin pisos duraderos,6196,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3616,83,3699,0.0224865912967784,Sin combustible adecuado para cocinar,354,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3628,71,3699,0.0192934635275162,Sin sanitario,5128,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3699,0,3699,0,Sin electricidad,5662,Magdalena
Mujer,Urbano,47,Mayor,Retornada,3699,0,3699,0,Sin paredes duraderas,6730,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,1644,14769,16413,0.899818314529111,Sin suministro continuo de agua,2473,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,2988,15165,18153,0.835380391431002,Sin internet,4061,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,4903,13249,18153,0.729881429282847,Hacinamiento,889,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,8834,1926,10761,0.1790193465408,Sin empleo,7218,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,8986,9167,18153,0.504965052377364,Sin refrigerador,4595,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,9192,8961,18153,0.493646793236115,Sin espacio exclusivo para la cocina,3527,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,14282,3870,18153,0.213211787881592,Sin alcantarillado,2993,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,16413,1740,18153,0.0958469399896876,Sin acueducto,1957,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,17115,1038,18153,0.0571810643820705,Sin combustible adecuado para cocinar,355,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,17591,562,18153,0.0309498074134793,Sin pisos duraderos,6197,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,17706,447,18153,0.0246043382647822,Sin recogida de basuras,1423,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,17845,308,18153,0.016947104261142,Sin sanitario,5129,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,18000,153,18153,0.00844737419076202,Sin paredes duraderas,6731,Magdalena
Mujer,Urbano,47,Mayor,Venezolana,18153,0,18153,0,Sin electricidad,5663,Magdalena
Mujer,Urbano,47,Menor,Colombiana,1032,249,1281,0.194512215665152,Sin empleo,7214,Magdalena
Mujer,Urbano,47,Menor,Colombiana,12997,125657,138655,0.906260660475267,Sin suministro continuo de agua,2468,Magdalena
Mujer,Urbano,47,Menor,Colombiana,43810,107711,151521,0.710866202221207,Sin internet,4056,Magdalena
Mujer,Urbano,47,Menor,Colombiana,68453,83068,151521,0.54822823472887,Hacinamiento,884,Magdalena
Mujer,Urbano,47,Menor,Colombiana,98899,52622,151521,0.347293382048189,Sin alcantarillado,2988,Magdalena
Mujer,Urbano,47,Menor,Colombiana,100060,51461,151521,0.339630757940143,Sin espacio exclusivo para la cocina,3522,Magdalena
Mujer,Urbano,47,Menor,Colombiana,127707,23814,151521,0.15716817184658,Sin refrigerador,4590,Magdalena
Mujer,Urbano,47,Menor,Colombiana,138655,12867,151521,0.0849155893696724,Sin acueducto,1952,Magdalena
Mujer,Urbano,47,Menor,Colombiana,141793,9728,151521,0.0642016694693548,Sin pisos duraderos,6192,Magdalena
Mujer,Urbano,47,Menor,Colombiana,144817,6704,151521,0.0442434524013801,Sin combustible adecuado para cocinar,350,Magdalena
Mujer,Urbano,47,Menor,Colombiana,147315,4206,151521,0.0277584324833753,Sin paredes duraderas,6726,Magdalena
Mujer,Urbano,47,Menor,Colombiana,147581,3940,151521,0.0260039057240835,Sin sanitario,5124,Magdalena
Mujer,Urbano,47,Menor,Colombiana,147948,3573,151521,0.0235813998305188,Sin recogida de basuras,1418,Magdalena
Mujer,Urbano,47,Menor,Colombiana,151494,27,151521,0.000178439670488354,Sin electricidad,5658,Magdalena
Mujer,Urbano,47,Menor,Retornada,0,370,370,1,Sin suministro continuo de agua,2469,Magdalena
Mujer,Urbano,47,Menor,Retornada,45,443,489,0.906996832515148,Sin internet,4057,Magdalena
Mujer,Urbano,47,Menor,Retornada,263,226,489,0.461576535416195,Sin alcantarillado,2989,Magdalena
Mujer,Urbano,47,Menor,Retornada,294,195,489,0.399436528004673,Hacinamiento,885,Magdalena
Mujer,Urbano,47,Menor,Retornada,326,163,489,0.334167115911785,Sin espacio exclusivo para la cocina,3523,Magdalena
Mujer,Urbano,47,Menor,Retornada,370,119,489,0.243977013647508,Sin acueducto,1953,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin combustible adecuado para cocinar,351,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin electricidad,5659,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin paredes duraderas,6727,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin pisos duraderos,6193,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin recogida de basuras,1419,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin refrigerador,4591,Magdalena
Mujer,Urbano,47,Menor,Retornada,489,0,489,0,Sin sanitario,5125,Magdalena
Mujer,Urbano,47,Menor,Venezolana,228,154,382,0.402544098534212,Sin empleo,7215,Magdalena
Mujer,Urbano,47,Menor,Venezolana,883,12528,13411,0.934174587444719,Sin suministro continuo de agua,2470,Magdalena
Mujer,Urbano,47,Menor,Venezolana,2119,12825,14944,0.858222338808112,Sin internet,4058,Magdalena
Mujer,Urbano,47,Menor,Venezolana,2651,12293,14944,0.82260059101908,Hacinamiento,886,Magdalena
Mujer,Urbano,47,Menor,Venezolana,7341,7602,14944,0.50873807522645,Sin espacio exclusivo para la cocina,3524,Magdalena
Mujer,Urbano,47,Menor,Venezolana,8726,6218,14944,0.416100652583567,Sin refrigerador,4592,Magdalena
Mujer,Urbano,47,Menor,Venezolana,11649,3295,14944,0.220499836720272,Sin alcantarillado,2990,Magdalena
Mujer,Urbano,47,Menor,Venezolana,13411,1533,14944,0.102568778239363,Sin acueducto,1954,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14424,520,14944,0.0347713929902139,Sin combustible adecuado para cocinar,352,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14601,343,14944,0.0229520017826934,Sin recogida de basuras,1420,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14647,297,14944,0.0198679970395512,Sin pisos duraderos,6194,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14771,172,14944,0.0115372566195208,Sin paredes duraderas,6728,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14807,137,14944,0.00915456567592454,Sin sanitario,5126,Magdalena
Mujer,Urbano,47,Menor,Venezolana,14944,0,14944,0,Sin electricidad,5660,Magdalena
Mujer,Urbano,50,Mayor,Colombiana,42841,198686,241527,0.822624385679448,Sin suministro continuo de agua,2477,Meta
Mujer,Urbano,50,Mayor,Colombiana,134693,119031,253723,0.469135680824079,Sin internet,4065,Meta
Mujer,Urbano,50,Mayor,Colombiana,138201,23799,162000,0.146908333333333,Sin empleo,7221,Meta
Mujer,Urbano,50,Mayor,Colombiana,220790,32933,253723,0.129798355216744,Hacinamiento,893,Meta
Mujer,Urbano,50,Mayor,Colombiana,240488,13236,253723,0.052165980749115,Sin refrigerador,4599,Meta
Mujer,Urbano,50,Mayor,Colombiana,241527,12196,253723,0.0480698666342955,Sin acueducto,1961,Meta
Mujer,Urbano,50,Mayor,Colombiana,244517,9206,253723,0.0362837365414463,Sin espacio exclusivo para la cocina,3531,Meta
Mujer,Urbano,50,Mayor,Colombiana,246128,7595,253723,0.0299358829339351,Sin alcantarillado,2997,Meta
Mujer,Urbano,50,Mayor,Colombiana,248520,5204,253723,0.0205100633209235,Sin sanitario,5133,Meta
Mujer,Urbano,50,Mayor,Colombiana,248593,5130,253723,0.0202200112405872,Sin combustible adecuado para cocinar,359,Meta
Mujer,Urbano,50,Mayor,Colombiana,251722,2001,253723,0.00788614688278653,Sin pisos duraderos,6201,Meta
Mujer,Urbano,50,Mayor,Colombiana,252193,1530,253723,0.00603169829822555,Sin paredes duraderas,6735,Meta
Mujer,Urbano,50,Mayor,Colombiana,252921,802,253723,0.00316265212432121,Sin recogida de basuras,1427,Meta
Mujer,Urbano,50,Mayor,Colombiana,253482,241,253723,0.000949724976096016,Sin electricidad,5667,Meta
Mujer,Urbano,50,Mayor,Retornada,155,273,428,0.637314959733651,Sin suministro continuo de agua,2478,Meta
Mujer,Urbano,50,Mayor,Retornada,170,42,212,0.197731524252033,Sin empleo,7222,Meta
Mujer,Urbano,50,Mayor,Retornada,281,253,534,0.473905700864462,Sin internet,4066,Meta
Mujer,Urbano,50,Mayor,Retornada,337,198,534,0.37004234810065,Hacinamiento,894,Meta
Mujer,Urbano,50,Mayor,Retornada,428,106,534,0.198622334449316,Sin acueducto,1962,Meta
Mujer,Urbano,50,Mayor,Retornada,481,53,534,0.0994027442883426,Sin refrigerador,4600,Meta
Mujer,Urbano,50,Mayor,Retornada,500,35,534,0.064595420316083,Sin recogida de basuras,1428,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin alcantarillado,2998,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin combustible adecuado para cocinar,360,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin electricidad,5668,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin espacio exclusivo para la cocina,3532,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin paredes duraderas,6736,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin pisos duraderos,6202,Meta
Mujer,Urbano,50,Mayor,Retornada,534,0,534,0,Sin sanitario,5134,Meta
Mujer,Urbano,50,Mayor,Venezolana,1384,5329,6714,0.793805615351817,Sin suministro continuo de agua,2479,Meta
Mujer,Urbano,50,Mayor,Venezolana,1716,5199,6915,0.751850211236818,Sin internet,4067,Meta
Mujer,Urbano,50,Mayor,Venezolana,3094,3821,6915,0.552591553911341,Hacinamiento,895,Meta
Mujer,Urbano,50,Mayor,Venezolana,3543,3372,6915,0.487617746466937,Sin refrigerador,4601,Meta
